Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
9487,154.06,90.93,1461567.22,862652.91,598914.31
4103,9.33,6.92,38280.99,28392.76,9888.23
8178,421.89,364.69,3450216.42,2982434.82,467781.6
2498,9.33,6.92,23306.34,17286.16,6020.18
4881,668.27,502.54,3261825.87,2452897.74,808928.13
5174,152.58,97.44,789448.92,504154.56,285294.36
258,152.58,97.44,39365.64,25139.52,14226.12
9044,421.89,364.69,3815573.16,3298256.36,517316.8
7474,152.58,97.44,1140382.92,728266.56,412116.36
3522,651.21,524.96,2293561.62,1848909.12,444652.5
2194,205.7,117.11,451305.8,256939.34,194366.46
524,651.21,524.96,341234.04,275079.04,66155
2580,255.28,159.42,658622.4,411303.6,247318.8
4461,9.33,6.92,41621.13,30870.12,10751.01
9298,81.73,56.67,759925.54,526917.66,233007.88
2250,9.33,6.92,20992.5,15570,5422.5
5510,421.89,364.69,2324613.9,2009441.9,315172
3303,421.89,364.69,1393502.67,1204571.07,188931.6
6883,651.21,524.96,4482278.43,3613299.68,868978.75
9535,205.7,117.11,1961349.5,1116643.85,844705.65
1578,421.89,364.69,665742.42,575480.82,90261.6
5360,421.89,364.69,2261330.4,1954738.4,306592
261,152.58,97.44,39823.38,25431.84,14391.54
7692,437.2,263.33,3362942.4,2025534.36,1337408.04
6095,437.2,263.33,2664734,1604996.35,1059737.65
5945,154.06,90.93,915886.7,540578.85,375307.85
4745,205.7,117.11,976046.5,555686.95,420359.55
2033,152.58,97.44,310195.14,198095.52,112099.62
4375,152.58,97.44,667537.5,426300,241237.5
370,154.06,90.93,57002.2,33644.1,23358.1
5648,651.21,524.96,3678034.08,2964974.08,713060
7871,437.2,263.33,3441201.2,2072670.43,1368530.77
1729,668.27,502.54,1155438.83,868891.66,286547.17
3948,81.73,56.67,322670.04,223733.16,98936.88
8282,255.28,159.42,2114228.96,1320316.44,793912.52
517,421.89,364.69,218117.13,188544.73,29572.4
3471,152.58,97.44,529605.18,338214.24,191390.94
1992,651.21,524.96,1297210.32,1045720.32,251490
7959,205.7,117.11,1637166.3,932078.49,705087.81
5286,47.45,31.79,250820.7,168041.94,82778.76
4912,81.73,56.67,401457.76,278363.04,123094.72
9813,205.7,117.11,2018534.1,1149200.43,869333.67
9993,152.58,97.44,1524731.94,973717.92,551014.02
7488,109.28,35.84,818288.64,268369.92,549918.72
1366,205.7,117.11,280986.2,159972.26,121013.94
2724,668.27,502.54,1820367.48,1368918.96,451448.52
9694,421.89,364.69,4089801.66,3535304.86,554496.8
2437,437.2,263.33,1065456.4,641735.21,423721.19
8144,668.27,502.54,5442390.88,4092685.76,1349705.12
6039,421.89,364.69,2547793.71,2202362.91,345430.8
2377,9.33,6.92,22177.41,16448.84,5728.57
5445,651.21,524.96,3545838.45,2858407.2,687431.25
559,421.89,364.69,235836.51,203861.71,31974.8
5069,109.28,35.84,553940.32,181672.96,372267.36
3353,651.21,524.96,2183507.13,1760190.88,423316.25
1824,109.28,35.84,199326.72,65372.16,133954.56
3924,152.58,97.44,598723.92,382354.56,216369.36
5126,668.27,502.54,3425552.02,2576020.04,849531.98
7935,437.2,263.33,3469182,2089523.55,1379658.45
6888,9.33,6.92,64265.04,47664.96,16600.08
3551,152.58,97.44,541811.58,346009.44,195802.14
1524,651.21,524.96,992444.04,800039.04,192405
1436,109.28,35.84,156926.08,51466.24,105459.84
5948,154.06,90.93,916348.88,540851.64,375497.24
4753,668.27,502.54,3176287.31,2388572.62,787714.69
9575,9.33,6.92,89334.75,66259,23075.75
9167,9.33,6.92,85528.11,63435.64,22092.47
4317,255.28,159.42,1102043.76,688216.14,413827.62
2842,109.28,35.84,310573.76,101857.28,208716.48
4591,154.06,90.93,707289.46,417459.63,289829.83
6442,205.7,117.11,1325119.4,754422.62,570696.78
7308,668.27,502.54,4883717.16,3672562.32,1211154.84
3131,205.7,117.11,644046.7,366671.41,277375.29
1885,255.28,159.42,481202.8,300506.7,180696.1
8573,9.33,6.92,79986.09,59325.16,20660.93
233,651.21,524.96,151731.93,122315.68,29416.25
932,255.28,159.42,237920.96,148579.44,89341.52
6769,651.21,524.96,4408040.49,3553454.24,854586.25
873,437.2,263.33,381675.6,229887.09,151788.51
8405,421.89,364.69,3545985.45,3065219.45,480766
1558,668.27,502.54,1041164.66,782957.32,258207.34
4556,109.28,35.84,497879.68,163287.04,334592.64
8653,255.28,159.42,2208937.84,1379461.26,829476.58
7136,437.2,263.33,3119859.2,1879122.88,1240736.32
321,154.06,90.93,49453.26,29188.53,20264.73
558,154.06,90.93,85965.48,50738.94,35226.54
7227,152.58,97.44,1102695.66,704198.88,398496.78
1738,81.73,56.67,142046.74,98492.46,43554.28
2534,9.33,6.92,23642.22,17535.28,6106.94
88,9.33,6.92,821.04,608.96,212.08
1906,205.7,117.11,392064.2,223211.66,168852.54
7524,205.7,117.11,1547686.8,881135.64,666551.16
3509,81.73,56.67,286790.57,198855.03,87935.54
8459,109.28,35.84,924399.52,303170.56,621228.96
8005,152.58,97.44,1221402.9,780007.2,441395.7
9807,109.28,35.84,1071708.96,351482.88,720226.08
8558,81.73,56.67,699445.34,484981.86,214463.48
982,437.2,263.33,429330.4,258590.06,170740.34
834,154.06,90.93,128486.04,75835.62,52650.42
3899,152.58,97.44,594909.42,379918.56,214990.86
2995,651.21,524.96,1950373.95,1572255.2,378118.75
2971,81.73,56.67,242819.83,168366.57,74453.26
5706,152.58,97.44,870621.48,555992.64,314628.84
5112,668.27,502.54,3416196.24,2568984.48,847211.76
2132,651.21,524.96,1388379.72,1119214.72,269165
9737,9.33,6.92,90846.21,67380.04,23466.17
7935,81.73,56.67,648527.55,449676.45,198851.1
8760,154.06,90.93,1349565.6,796546.8,553018.8
1280,668.27,502.54,855385.6,643251.2,212134.4
6594,651.21,524.96,4294078.74,3461586.24,832492.5
2832,668.27,502.54,1892540.64,1423193.28,469347.36
154,205.7,117.11,31677.8,18034.94,13642.86
5754,651.21,524.96,3747062.34,3020619.84,726442.5
8854,154.06,90.93,1364047.24,805094.22,558953.02
5710,651.21,524.96,3718409.1,2997521.6,720887.5
4608,437.2,263.33,2014617.6,1213424.64,801192.96
864,255.28,159.42,220561.92,137738.88,82823.04
1829,437.2,263.33,799638.8,481630.57,318008.23
1881,205.7,117.11,386921.7,220283.91,166637.79
7432,109.28,35.84,812168.96,266362.88,545806.08
1925,421.89,364.69,812138.25,702028.25,110110
832,205.7,117.11,171142.4,97435.52,73706.88
6659,109.28,35.84,727695.52,238658.56,489036.96
3941,205.7,117.11,810663.7,461530.51,349133.19
4247,437.2,263.33,1856788.4,1118362.51,738425.89
1175,651.21,524.96,765171.75,616828,148343.75
5355,109.28,35.84,585194.4,191923.2,393271.2
9447,421.89,364.69,3985594.83,3445226.43,540368.4
3145,9.33,6.92,29342.85,21763.4,7579.45
8171,154.06,90.93,1258824.26,742989.03,515835.23
3281,9.33,6.92,30611.73,22704.52,7907.21
9262,255.28,159.42,2364403.36,1476548.04,887855.32
3929,47.45,31.79,186431.05,124902.91,61528.14
7132,205.7,117.11,1467052.4,835228.52,631823.88
5752,651.21,524.96,3745759.92,3019569.92,726190
8698,47.45,31.79,412720.1,276509.42,136210.68
1913,421.89,364.69,807075.57,697651.97,109423.6
3372,152.58,97.44,514499.76,328567.68,185932.08
8078,668.27,502.54,5398285.06,4059518.12,1338766.94
3068,421.89,364.69,1294358.52,1118868.92,175489.6
2410,205.7,117.11,495737,282235.1,213501.9
2201,109.28,35.84,240525.28,78883.84,161641.44
5573,255.28,159.42,1422675.44,888447.66,534227.78
7685,47.45,31.79,364653.25,244306.15,120347.1
731,255.28,159.42,186609.68,116536.02,70073.66
8934,437.2,263.33,3905944.8,2352590.22,1553354.58
3548,109.28,35.84,387725.44,127160.32,260565.12
7861,651.21,524.96,5119161.81,4126710.56,992451.25
2189,651.21,524.96,1425498.69,1149137.44,276361.25
8881,154.06,90.93,1368206.86,807549.33,560657.53
7317,205.7,117.11,1505106.9,856893.87,648213.03
8908,437.2,263.33,3894577.6,2345743.64,1548833.96
2097,421.89,364.69,884703.33,764754.93,119948.4
7357,154.06,90.93,1133419.42,668972.01,464447.41
2192,9.33,6.92,20451.36,15168.64,5282.72
6140,421.89,364.69,2590404.6,2239196.6,351208
5767,421.89,364.69,2433039.63,2103167.23,329872.4
9673,651.21,524.96,6299154.33,5077938.08,1221216.25
3486,651.21,524.96,2270118.06,1830010.56,440107.5
4868,421.89,364.69,2053760.52,1775310.92,278449.6
8512,109.28,35.84,930191.36,305070.08,625121.28
1141,152.58,97.44,174093.78,111179.04,62914.74
6510,47.45,31.79,308899.5,206952.9,101946.6
406,651.21,524.96,264391.26,213133.76,51257.5
5644,9.33,6.92,52658.52,39056.48,13602.04
7075,152.58,97.44,1079503.5,689388,390115.5
6578,152.58,97.44,1003671.24,640960.32,362710.92
8064,81.73,56.67,659070.72,456986.88,202083.84
2476,651.21,524.96,1612395.96,1299800.96,312595
2787,668.27,502.54,1862468.49,1400578.98,461889.51
9002,421.89,364.69,3797853.78,3282939.38,514914.4
3157,255.28,159.42,805918.96,503288.94,302630.02
4320,651.21,524.96,2813227.2,2267827.2,545400
3589,651.21,524.96,2337192.69,1884081.44,453111.25
9094,205.7,117.11,1870635.8,1064998.34,805637.46
997,205.7,117.11,205082.9,116758.67,88324.23
6489,154.06,90.93,999695.34,590044.77,409650.57
4794,154.06,90.93,738563.64,435918.42,302645.22
2168,109.28,35.84,236919.04,77701.12,159217.92
6896,255.28,159.42,1760410.88,1099360.32,661050.56
4295,81.73,56.67,351030.35,243397.65,107632.7
1715,109.28,35.84,187415.2,61465.6,125949.6
3535,152.58,97.44,539370.3,344450.4,194919.9
6166,47.45,31.79,292576.7,196017.14,96559.56
3051,154.06,90.93,470037.06,277427.43,192609.63
9663,109.28,35.84,1055972.64,346321.92,709650.72
8507,421.89,364.69,3589018.23,3102417.83,486600.4
4120,437.2,263.33,1801264,1084919.6,716344.4
8068,668.27,502.54,5391602.36,4054492.72,1337109.64
3951,668.27,502.54,2640334.77,1985535.54,654799.23
2398,47.45,31.79,113785.1,76232.42,37552.68
6071,152.58,97.44,926313.18,591558.24,334754.94
4661,255.28,159.42,1189860.08,743056.62,446803.46
9893,668.27,502.54,6611195.11,4971628.22,1639566.89
521,154.06,90.93,80265.26,47374.53,32890.73
7331,437.2,263.33,3205113.2,1930472.23,1274640.97
8141,651.21,524.96,5301500.61,4273699.36,1027801.25
2799,255.28,159.42,714528.72,446216.58,268312.14
8186,205.7,117.11,1683860.2,958662.46,725197.74
3212,651.21,524.96,2091686.52,1686171.52,405515
3820,437.2,263.33,1670104,1005920.6,664183.4
7984,109.28,35.84,872491.52,286146.56,586344.96
708,437.2,263.33,309537.6,186437.64,123099.96
9028,152.58,97.44,1377492.24,879688.32,497803.92
7012,651.21,524.96,4566284.52,3681019.52,885265
759,154.06,90.93,116931.54,69015.87,47915.67
3398,255.28,159.42,867441.44,541709.16,325732.28
90,81.73,56.67,7355.7,5100.3,2255.4
3028,421.89,364.69,1277482.92,1104281.32,173201.6
6436,152.58,97.44,982004.88,627123.84,354881.04
1569,668.27,502.54,1048515.63,788485.26,260030.37
1711,47.45,31.79,81186.95,54392.69,26794.26
7182,81.73,56.67,586984.86,407003.94,179980.92
329,421.89,364.69,138801.81,119983.01,18818.8
533,651.21,524.96,347094.93,279803.68,67291.25
9204,255.28,159.42,2349597.12,1467301.68,882295.44
4785,47.45,31.79,227048.25,152115.15,74933.1
7750,81.73,56.67,633407.5,439192.5,194215
5603,81.73,56.67,457933.19,317522.01,140411.18
7881,205.7,117.11,1621121.7,922943.91,698177.79
1151,668.27,502.54,769178.77,578423.54,190755.23
4011,9.33,6.92,37422.63,27756.12,9666.51
2092,9.33,6.92,19518.36,14476.64,5041.72
3055,651.21,524.96,1989446.55,1603752.8,385693.75
1591,255.28,159.42,406150.48,253637.22,152513.26
4425,109.28,35.84,483564,158592,324972
5312,668.27,502.54,3549850.24,2669492.48,880357.76
37,437.2,263.33,16176.4,9743.21,6433.19
1419,9.33,6.92,13239.27,9819.48,3419.79
4305,154.06,90.93,663228.3,391453.65,271774.65
575,255.28,159.42,146786,91666.5,55119.5
4141,668.27,502.54,2767306.07,2081018.14,686287.93
5946,668.27,502.54,3973533.42,2988102.84,985430.58
8962,437.2,263.33,3918186.4,2359963.46,1558222.94
3194,668.27,502.54,2134454.38,1605112.76,529341.62
680,47.45,31.79,32266,21617.2,10648.8
485,154.06,90.93,74719.1,44101.05,30618.05
3709,421.89,364.69,1564790.01,1352635.21,212154.8
8482,668.27,502.54,5668266.14,4262544.28,1405721.86
4964,154.06,90.93,764753.84,451376.52,313377.32
349,421.89,364.69,147239.61,127276.81,19962.8
3860,81.73,56.67,315477.8,218746.2,96731.6
1751,154.06,90.93,269759.06,159218.43,110540.63
2308,205.7,117.11,474755.6,270289.88,204465.72
850,651.21,524.96,553528.5,446216,107312.5
4725,421.89,364.69,1993430.25,1723160.25,270270
8313,152.58,97.44,1268397.54,810018.72,458378.82
8024,154.06,90.93,1236177.44,729622.32,506555.12
7301,154.06,90.93,1124792.06,663879.93,460912.13
1619,668.27,502.54,1081929.13,813612.26,268316.87
3481,651.21,524.96,2266862.01,1827385.76,439476.25
7424,154.06,90.93,1143741.44,675064.32,468677.12
5015,651.21,524.96,3265818.15,2632674.4,633143.75
9852,205.7,117.11,2026556.4,1153767.72,872788.68
2567,154.06,90.93,395472.02,233417.31,162054.71
5820,154.06,90.93,896629.2,529212.6,367416.6
9302,47.45,31.79,441379.9,295710.58,145669.32
4739,437.2,263.33,2071890.8,1247920.87,823969.93
885,668.27,502.54,591418.95,444747.9,146671.05
8525,421.89,364.69,3596612.25,3108982.25,487630
5478,255.28,159.42,1398423.84,873302.76,525121.08
1591,205.7,117.11,327268.7,186322.01,140946.69
3745,152.58,97.44,571412.1,364912.8,206499.3
852,205.7,117.11,175256.4,99777.72,75478.68
8852,47.45,31.79,420027.4,281405.08,138622.32
5721,47.45,31.79,271461.45,181870.59,89590.86
6462,47.45,31.79,306621.9,205426.98,101194.92
8113,154.06,90.93,1249888.78,737715.09,512173.69
4739,47.45,31.79,224865.55,150652.81,74212.74
2441,205.7,117.11,502113.7,285865.51,216248.19
4348,437.2,263.33,1900945.6,1144958.84,755986.76
5620,651.21,524.96,3659800.2,2950275.2,709525
8451,9.33,6.92,78847.83,58480.92,20366.91
7064,81.73,56.67,577340.72,400316.88,177023.84
2714,109.28,35.84,296585.92,97269.76,199316.16
8687,81.73,56.67,709988.51,492292.29,217696.22
5300,255.28,159.42,1352984,844926,508058
4902,47.45,31.79,232599.9,155834.58,76765.32
6874,255.28,159.42,1754794.72,1095853.08,658941.64
2625,255.28,159.42,670110,418477.5,251632.5
599,421.89,364.69,252712.11,218449.31,34262.8
1268,255.28,159.42,323695.04,202144.56,121550.48
2139,205.7,117.11,439992.3,250498.29,189494.01
2747,47.45,31.79,130345.15,87327.13,43018.02
9659,47.45,31.79,458319.55,307059.61,151259.94
1475,9.33,6.92,13761.75,10207,3554.75
3823,437.2,263.33,1671415.6,1006710.59,664705.01
4366,81.73,56.67,356833.18,247421.22,109411.96
7795,421.89,364.69,3288632.55,2842758.55,445874
834,47.45,31.79,39573.3,26512.86,13060.44
7238,81.73,56.67,591561.74,410177.46,181384.28
2794,437.2,263.33,1221536.8,735744.02,485792.78
318,421.89,364.69,134161.02,115971.42,18189.6
4659,255.28,159.42,1189349.52,742737.78,446611.74
7697,651.21,524.96,5012363.37,4040617.12,971746.25
3343,47.45,31.79,158625.35,106273.97,52351.38
2540,205.7,117.11,522478,297459.4,225018.6
8261,47.45,31.79,391984.45,262617.19,129367.26
512,47.45,31.79,24294.4,16276.48,8017.92
1327,205.7,117.11,272963.9,155404.97,117558.93
9775,651.21,524.96,6365577.75,5131484,1234093.75
6954,152.58,97.44,1061041.32,677597.76,383443.56
995,651.21,524.96,647953.95,522335.2,125618.75
2057,109.28,35.84,224788.96,73722.88,151066.08
7334,109.28,35.84,801459.52,262850.56,538608.96
6050,255.28,159.42,1544444,964491,579953
4458,255.28,159.42,1138038.24,710694.36,427343.88
846,154.06,90.93,130334.76,76926.78,53407.98
531,651.21,524.96,345792.51,278753.76,67038.75
861,421.89,364.69,363247.29,313998.09,49249.2
6216,255.28,159.42,1586820.48,990954.72,595865.76
3007,47.45,31.79,142682.15,95592.53,47089.62
4677,421.89,364.69,1973179.53,1705655.13,267524.4
6700,668.27,502.54,4477409,3367018,1110391
1579,421.89,364.69,666164.31,575845.51,90318.8
3852,109.28,35.84,420946.56,138055.68,282890.88
5086,154.06,90.93,783549.16,462469.98,321079.18
8879,109.28,35.84,970297.12,318223.36,652073.76
5861,152.58,97.44,894271.38,571095.84,323175.54
8694,205.7,117.11,1788355.8,1018154.34,770201.46
7069,255.28,159.42,1804574.32,1126939.98,677634.34
2711,47.45,31.79,128636.95,86182.69,42454.26
4374,437.2,263.33,1912312.8,1151805.42,760507.38
2844,205.7,117.11,585010.8,333060.84,251949.96
5939,152.58,97.44,906172.62,578696.16,327476.46
3508,154.06,90.93,540442.48,318982.44,221460.04
2430,109.28,35.84,265550.4,87091.2,178459.2
1616,255.28,159.42,412532.48,257622.72,154909.76
7009,47.45,31.79,332577.05,222816.11,109760.94
6583,9.33,6.92,61419.39,45554.36,15865.03
5342,152.58,97.44,815082.36,520524.48,294557.88
322,205.7,117.11,66235.4,37709.42,28525.98
5592,668.27,502.54,3736965.84,2810203.68,926762.16
7249,255.28,159.42,1850524.72,1155635.58,694889.14
8423,421.89,364.69,3553579.47,3071783.87,481795.6
4275,651.21,524.96,2783922.75,2244204,539718.75
6999,437.2,263.33,3059962.8,1843046.67,1216916.13
817,81.73,56.67,66773.41,46299.39,20474.02
6984,205.7,117.11,1436608.8,817896.24,618712.56
8787,651.21,524.96,5722182.27,4612823.52,1109358.75
6543,81.73,56.67,534759.39,370791.81,163967.58
2600,651.21,524.96,1693146,1364896,328250
6339,109.28,35.84,692725.92,227189.76,465536.16
9171,437.2,263.33,4009561.2,2414999.43,1594561.77
9537,154.06,90.93,1469270.22,867199.41,602070.81
7912,668.27,502.54,5287352.24,3976096.48,1311255.76
1800,109.28,35.84,196704,64512,132192
738,47.45,31.79,35018.1,23461.02,11557.08
1293,651.21,524.96,842014.53,678773.28,163241.25
2064,421.89,364.69,870780.96,752720.16,118060.8
8680,154.06,90.93,1337240.8,789272.4,547968.4
8802,47.45,31.79,417654.9,279815.58,137839.32
7124,9.33,6.92,66466.92,49298.08,17168.84
368,437.2,263.33,160889.6,96905.44,63984.16
2290,668.27,502.54,1530338.3,1150816.6,379521.7
8676,154.06,90.93,1336624.56,788908.68,547715.88
2342,47.45,31.79,111127.9,74452.18,36675.72
8138,47.45,31.79,386148.1,258707.02,127441.08
7944,47.45,31.79,376942.8,252539.76,124403.04
5670,651.21,524.96,3692360.7,2976523.2,715837.5
2260,668.27,502.54,1510290.2,1135740.4,374549.8
686,47.45,31.79,32550.7,21807.94,10742.76
954,651.21,524.96,621254.34,500811.84,120442.5
5099,154.06,90.93,785551.94,463652.07,321899.87
2190,668.27,502.54,1463511.3,1100562.6,362948.7
3324,154.06,90.93,512095.44,302251.32,209844.12
6632,651.21,524.96,4318824.72,3481534.72,837290
2275,651.21,524.96,1481502.75,1194284,287218.75
7444,9.33,6.92,69452.52,51512.48,17940.04
1365,81.73,56.67,111561.45,77354.55,34206.9
291,47.45,31.79,13807.95,9250.89,4557.06
2509,109.28,35.84,274183.52,89922.56,184260.96
3336,81.73,56.67,272651.28,189051.12,83600.16
121,668.27,502.54,80860.67,60807.34,20053.33
7244,154.06,90.93,1116010.64,658696.92,457313.72
1115,668.27,502.54,745121.05,560332.1,184788.95
5178,47.45,31.79,245696.1,164608.62,81087.48
4905,47.45,31.79,232742.25,155929.95,76812.3
2803,152.58,97.44,427681.74,273124.32,154557.42
3406,154.06,90.93,524728.36,309707.58,215020.78
8282,651.21,524.96,5393321.22,4347718.72,1045602.5
1030,81.73,56.67,84181.9,58370.1,25811.8
2280,81.73,56.67,186344.4,129207.6,57136.8
4692,255.28,159.42,1197773.76,747998.64,449775.12
7960,9.33,6.92,74266.8,55083.2,19183.6
3807,109.28,35.84,416028.96,136442.88,279586.08
988,47.45,31.79,46880.6,31408.52,15472.08
288,152.58,97.44,43943.04,28062.72,15880.32
9526,109.28,35.84,1041001.28,341411.84,699589.44
8550,109.28,35.84,934344,306432,627912
4239,47.45,31.79,201140.55,134757.81,66382.74
5506,205.7,117.11,1132584.2,644807.66,487776.54
8291,437.2,263.33,3624825.2,2183269.03,1441556.17
570,152.58,97.44,86970.6,55540.8,31429.8
7347,47.45,31.79,348615.15,233561.13,115054.02
5657,47.45,31.79,268424.65,179836.03,88588.62
9569,421.89,364.69,4037065.41,3489718.61,547346.8
5181,205.7,117.11,1065731.7,606746.91,458984.79
5623,205.7,117.11,1156651.1,658509.53,498141.57
6055,668.27,502.54,4046374.85,3042879.7,1003495.15
8671,9.33,6.92,80900.43,60003.32,20897.11
7695,152.58,97.44,1174103.1,749800.8,424302.3
4380,81.73,56.67,357977.4,248214.6,109762.8
2013,651.21,524.96,1310885.73,1056744.48,254141.25
911,651.21,524.96,593252.31,478238.56,115013.75
3423,437.2,263.33,1496535.6,901378.59,595157.01
8930,109.28,35.84,975870.4,320051.2,655819.2
8841,421.89,364.69,3729929.49,3224224.29,505705.2
1600,154.06,90.93,246496,145488,101008
7680,421.89,364.69,3240115.2,2800819.2,439296
4586,668.27,502.54,3064686.22,2304648.44,760037.78
1854,205.7,117.11,381367.8,217121.94,164245.86
6052,437.2,263.33,2645934.4,1593673.16,1052261.24
5777,47.45,31.79,274118.65,183650.83,90467.82
6661,668.27,502.54,4451346.47,3347418.94,1103927.53
6364,651.21,524.96,4144300.44,3340845.44,803455
9578,205.7,117.11,1970194.6,1121679.58,848515.02
3027,668.27,502.54,2022853.29,1521188.58,501664.71
467,47.45,31.79,22159.15,14845.93,7313.22
7682,668.27,502.54,5133650.14,3860512.28,1273137.86
7491,421.89,364.69,3160377.99,2731892.79,428485.2
4743,47.45,31.79,225055.35,150779.97,74275.38
1316,668.27,502.54,879443.32,661342.64,218100.68
1122,255.28,159.42,286424.16,178869.24,107554.92
5104,651.21,524.96,3323775.84,2679395.84,644380
6236,255.28,159.42,1591926.08,994143.12,597782.96
4521,437.2,263.33,1976581.2,1190514.93,786066.27
1996,152.58,97.44,304549.68,194490.24,110059.44
7730,437.2,263.33,3379556,2035540.9,1344015.1
2819,205.7,117.11,579868.3,330133.09,249735.21
5395,421.89,364.69,2276096.55,1967502.55,308594
